client_id,birth_number,district_id,age,gender
1309,750617,1,25,male
1310,775924,41,23,female
1311,566218,54,44,female
1312,355403,35,65,female
1313,701120,54,30,male
1314,755609,54,25,female
1315,230226,34,77,male
1316,466113,67,54,female
1317,450518,67,55,male
1318,310310,47,69,male
1321,776109,35,23,female
1322,455922,4,55,female
1323,440106,70,56,male
1324,565807,66,44,female
1325,450919,39,55,male
1326,565512,55,44,female
1327,636231,20,37,female
1328,375605,42,63,female
1329,180216,26,82,male
1330,680917,66,32,male
1331,631124,54,37,male
1332,576127,5,43,female
1333,490420,48,51,male
1334,780206,8,22,male
1335,615125,1,39,female
1336,621104,1,38,male
1337,795329,56,21,female
1338,830726,56,17,male
1339,590504,22,41,male
1340,395320,68,61,female
1341,625617,69,38,female
1343,395816,1,61,female
1344,350218,1,65,male
1345,680522,32,32,male
1346,540829,13,46,male
1347,700306,13,30,male
1348,755607,13,25,female
1349,685107,26,32,female
1350,590428,1,41,male
1351,515924,1,49,female
1352,715401,54,29,female
1353,590213,27,41,male
1354,210114,64,79,male
1355,765201,35,24,female
1356,320918,1,68,male
1359,515904,1,49,female
1360,460819,1,54,male
1361,225929,1,78,female
1362,290103,1,71,male
1363,796227,6,21,female
1364,331228,1,67,male
1365,385223,1,62,female
1366,805302,12,20,female
1367,656027,60,35,female
1368,571230,60,43,male
1369,781023,41,22,male
1370,655111,34,35,female
1371,486022,49,52,female
1372,766207,28,24,female
1373,755208,74,25,female
1375,770127,69,23,male
1376,580903,18,42,male
1377,515723,18,49,female
1378,416125,74,59,female
1379,370218,74,63,male
1380,535729,44,47,female
1382,796123,18,21,female
1383,821005,29,18,male
1384,535424,40,47,female
1385,530830,22,47,male
1386,565809,22,44,female
1387,775222,1,23,female
1388,625906,5,38,female
1389,275304,43,73,female
1390,795527,59,21,female
1391,651122,41,35,male
1392,320206,50,68,male
1393,345501,50,66,female
1394,425822,49,58,female
1395,411018,49,59,male
1396,465314,39,54,female
1397,216225,66,79,female
1401,810724,35,19,male
1402,361125,44,64,male
1403,445102,44,56,female
1404,686220,11,32,female
1406,486112,29,52,female
1407,410804,29,59,male
1408,690807,49,31,male
1409,510430,25,49,male
1410,440203,18,56,male
1411,395806,18,61,female
1412,791105,6,21,male
1413,695716,11,31,female
1414,746113,70,26,female
1416,271202,19,73,male
1417,666112,27,34,female
1418,745616,41,26,female
1419,185125,74,82,female
1420,160120,74,84,male
1421,565210,20,44,female
1422,765223,69,24,female
1423,820411,69,18,male
1424,520105,8,48,male
1425,680827,12,32,male
1426,645430,12,36,female
1427,656216,14,35,female
1428,200423,12,80,male
1429,275904,12,73,female
1430,825529,64,18,female
1431,306108,55,70,female
1432,615817,16,39,female
1433,595710,72,41,female
1434,670325,72,33,male
1435,530625,52,47,male
1438,636025,29,37,female
1439,740910,29,26,male
1440,780117,1,22,male
1441,316205,42,69,female
1442,330418,42,67,male
1443,350125,29,65,male
1444,425714,29,58,female
1445,410724,68,59,male
1446,540729,70,46,male
1447,525621,70,48,female
1448,576009,50,43,female
1449,490629,41,51,male
1450,695317,61,31,female
1452,405528,72,60,female
1453,665329,29,34,female
1454,251003,73,75,male
1455,275902,73,73,female
1456,280424,70,72,male
1457,346012,70,66,female
1458,380408,67,62,male
1459,760908,4,24,male
1460,335313,23,67,female
1461,691221,28,31,male
1462,410302,49,59,male
1463,365126,70,64,female
1464,285401,36,72,female
1465,310106,36,69,male
1466,530822,39,47,male
1467,240930,65,76,male
1468,405416,77,60,female
1469,665914,54,34,female
1470,420504,1,58,male
1471,385915,1,62,female
1472,675910,1,33,female
1473,316206,1,69,female
1474,716215,45,29,female
1475,320331,19,68,male
1476,701130,70,30,male
1478,690821,4,31,male
1479,560622,1,44,male
1480,430528,69,57,male
1481,336123,62,67,female
1482,505328,46,50,female
1483,515510,1,49,female
1484,520618,1,48,male
1485,780514,7,22,male
1486,745913,7,26,female
1487,765827,48,24,female
1488,610109,31,39,male
1489,280124,6,72,male
1490,280420,42,72,male
1491,820421,19,18,male
1492,685509,9,32,female
1493,221229,1,78,male
1494,155322,1,85,female
1495,315210,1,69,female
1496,425608,1,58,female
1497,485803,53,52,female
1498,410209,53,59,male
1499,516129,74,49,female
1500,811212,1,19,male
1501,460122,68,54,male
1502,730124,68,27,male
1503,220901,58,78,male
1504,185116,58,82,female
1505,715625,65,29,female
1506,310625,22,69,male
1507,296122,22,71,female
1508,545630,67,46,female
1509,425419,62,58,female
1510,485130,34,52,female
1511,625306,13,38,female
1512,425811,5,58,female
1513,590821,74,41,male
1514,570802,68,43,male
1516,466017,38,54,female
1517,561002,66,44,male
1518,605728,3,40,female
1519,590706,3,41,male
1520,561105,72,44,male
1521,791010,5,21,male
1522,685514,52,32,female
1523,315830,29,69,female
1524,625113,30,38,female
1525,430309,1,57,male
1526,355315,1,65,female
1527,341218,49,66,male
1528,640320,57,36,male
1529,725620,43,28,female
1530,455806,74,55,female
1531,605628,52,40,female
1532,621030,52,38,male
1533,601222,55,40,male
1534,526222,17,48,female
1535,361028,40,64,male
1536,676013,37,33,female
1537,791207,54,21,male
1539,231119,32,77,male
1540,371107,36,63,male
1541,335306,36,67,female
1542,191208,31,81,male
1543,275602,31,73,female
1546,300413,28,70,male
1547,276220,28,73,female
1548,230304,70,77,male
1549,286114,70,72,female
1550,466121,8,54,female
1554,441215,55,56,male
1555,500914,30,50,male
1556,500402,66,50,male
1557,596214,35,41,female
1558,275125,11,73,female
1559,401020,72,60,male
1561,235916,1,77,female
1562,190814,1,81,male
1563,780806,3,22,male
1564,475625,40,53,female
1565,600519,71,40,male
1566,666020,15,34,female
1567,300419,50,70,male
1568,275629,50,73,female
1569,565717,54,44,female
1570,580617,54,42,male
1571,676015,7,33,female
1572,636212,1,37,female
1574,790218,18,21,male
1575,236006,55,77,female
1576,190502,55,81,male
1577,440419,23,56,male
1578,715815,40,29,female
1579,631013,27,37,male
1580,685618,1,32,female
1581,635415,56,37,female
1582,340214,54,66,male
1583,725108,1,28,female
1584,625129,1,38,female
1585,350720,60,65,male
1586,345112,60,66,female
1587,280505,23,72,male
1588,501029,45,50,male
1589,516127,48,49,female
1590,405810,13,60,female
1591,535707,42,47,female
1592,280411,56,72,male
1593,255531,56,75,female
1594,390929,56,61,male
1595,546216,56,46,female
1596,786022,58,22,female
1597,560510,60,44,male
1598,250425,67,75,male
1599,641008,43,36,male
1600,655615,43,35,female
1601,695329,42,31,female
1602,681230,42,32,male
1603,680827,26,32,male
1604,695721,26,31,female
1605,805921,52,20,female
1606,820902,65,18,male
1607,415526,8,59,female
1608,411111,53,59,male
1609,445530,53,56,female
1610,425423,68,58,female
1611,636202,59,37,female
1612,590630,59,41,male
1613,610115,50,39,male
1614,380518,21,62,male
1615,525428,74,48,female
1616,380523,54,62,male
1617,505430,5,50,female
1618,796207,17,21,female
1619,425127,74,58,female
1620,360515,74,64,male
1621,525405,76,48,female
1622,501012,52,50,male
1623,630709,36,37,male
1624,650910,9,35,male
1625,735712,9,27,female
1628,575325,12,43,female
1629,660901,28,34,male
1630,645219,28,36,female
1631,760430,74,24,male
1632,435220,8,57,female
1633,725828,55,28,female
1634,691110,55,31,male
1635,305902,75,70,female
1636,320912,75,68,male
1637,431020,21,57,male
1638,545130,40,46,female
1639,595501,1,41,female
1640,535613,51,47,female
1641,235128,31,77,female
1642,596010,1,41,female
1643,765417,39,24,female
1644,760606,56,24,male
1645,615310,39,39,female
1646,660317,8,34,male
1647,785326,71,22,female
1648,520312,46,48,male
1649,505316,46,50,female
1650,530329,1,47,male
1651,665710,11,34,female
1653,440619,42,56,male
1654,631208,60,37,male
1655,720204,74,28,male
1656,685618,22,32,female
1657,351002,32,65,male
1658,295821,52,71,female
1659,376215,1,63,female
1660,826211,1,18,female
1661,535416,47,47,female
1662,670907,53,33,male
1663,570429,19,43,male
1664,186110,64,82,female
1665,120302,64,88,male
1666,410831,1,59,male
1667,405813,1,60,female
1668,495817,20,51,female
1669,521025,47,48,male
1670,610507,53,39,male
1671,315915,57,69,female
1672,280107,57,72,male
1673,720709,48,28,male
1674,206027,11,80,female
1675,400215,74,60,male
1676,530203,53,47,male
1677,465907,53,54,female
1679,425417,67,58,female
1680,755328,29,25,female
1681,401125,34,60,male
1682,560907,69,44,male
1683,516224,15,49,female
1684,461025,15,54,male
1685,445421,61,56,female
1686,476108,1,53,female
1687,470227,1,53,male
1688,230810,32,77,male
1689,361204,1,64,male
1690,475817,46,53,female
1691,785208,21,22,female
1692,720207,62,28,male
1693,805706,45,20,female
1694,791227,45,21,male
1696,235321,1,77,female
1697,645110,55,36,female
1698,671121,55,33,male
1699,550311,17,45,male
1700,490309,7,51,male
1701,455611,7,55,female
1702,735407,53,27,female
1703,180111,50,82,male
1704,146003,50,86,female
1705,465701,19,54,female
1706,440719,19,56,male
1707,510218,10,49,male
1709,526213,74,48,female
1710,440211,54,56,male
1711,625614,64,38,female
1712,640101,64,36,male
1713,350421,65,65,male
1714,450522,58,55,male
1717,795307,73,21,female
1718,380727,75,62,male
1719,700809,35,30,male
1720,345224,33,66,female
1721,340702,33,66,male
1722,331001,68,67,male
1723,815228,71,19,female
1724,346021,68,66,female
1725,595118,76,41,female
1726,520603,76,48,male
1727,510121,32,49,male
1728,465818,32,54,female
1729,470516,76,53,male
1730,321215,40,68,male
1731,686130,17,32,female
1733,745720,57,26,female
1734,751110,26,25,male
1735,765531,26,24,female
1736,795417,41,21,female
1737,550730,27,45,male
1738,635125,27,37,female
1741,320702,70,68,male
1742,540606,1,46,male
1743,590727,3,41,male
1744,696228,50,31,female
1745,596018,23,41,female
1746,595910,11,41,female
1747,560220,11,44,male
1748,761231,64,24,male
1749,286117,50,72,female
1750,641231,23,36,male
1751,590124,54,41,male
1752,781123,70,22,male
1753,795226,60,21,female
1754,790529,57,21,male
1755,655818,65,35,female
1756,360708,1,64,male
1757,375930,1,63,female
1758,471113,35,53,male
1759,235116,63,77,female
1760,230307,77,77,male
1761,480423,45,52,male
1762,561230,61,44,male
1763,671207,46,33,male
1764,710709,66,29,male
1765,750803,9,25,male
1768,510427,29,49,male
1769,490805,12,51,male
1770,516015,12,49,female
1771,276020,54,73,female
1772,795921,73,21,female
1774,716005,32,29,female
1775,431208,73,57,male
1776,546024,30,46,female
1777,635108,69,37,female
1778,680902,69,32,male
1779,351126,37,65,male
1780,546209,54,46,female
1781,240816,67,76,male
1782,481224,19,52,male
1783,466005,1,54,female
1784,806102,2,20,female
1785,751125,39,25,male
1786,345625,63,66,female
1787,311128,63,69,male
1788,500323,1,50,male
1789,335807,61,67,female
1790,530528,1,47,male
1791,665512,5,34,female
1792,750901,54,25,male
1793,455317,41,55,female
1794,405330,54,60,female
1795,605228,38,40,female
1796,381123,10,62,male
1797,416104,10,59,female
1798,330708,70,67,male
1799,590626,36,41,male
1800,435928,63,57,female
1801,700101,66,30,male
1802,646016,66,36,female
1803,465512,25,54,female
1806,520103,5,48,male
1807,350630,47,65,male
1808,335626,47,67,female
1809,310512,24,69,male
1810,190630,41,81,male
1811,390329,1,61,male
1812,475517,36,53,female
1813,490928,36,51,male
1814,400312,57,60,male
1815,775224,16,23,female
1816,510724,62,49,male
1817,536206,47,47,female
1818,561002,47,44,male
1819,795420,43,21,female
1820,286120,50,72,female
1821,410424,1,59,male
1822,225913,71,78,female
1823,785807,1,22,female
1824,600803,69,40,male
1825,745424,51,26,female
1826,370912,13,63,male
1827,415816,13,59,female
1828,621114,69,38,male
1829,425816,51,58,female
1830,520203,33,48,male
1831,761009,51,24,male
1832,665731,1,34,female
1833,661115,30,34,male
1834,270219,7,73,male
1835,285311,7,72,female
1836,445307,36,56,female
1837,570113,67,43,male
1838,596127,67,41,female
1839,366218,5,64,female
1840,351028,5,65,male
1841,535323,67,47,female
1842,430913,9,57,male
1843,395125,48,61,female
1844,225203,74,78,female
1845,181114,74,82,male
1846,801212,48,20,male
1847,795130,52,21,female
1848,245702,6,76,female
1849,225924,57,78,female
1850,425705,52,58,female
1851,755912,31,25,female
1852,620905,50,38,male
1853,650818,1,35,male
1854,325527,70,68,female
1856,685822,54,32,female
1857,640316,54,36,male
1860,646031,1,36,female
1861,570715,29,43,male
1862,776009,50,23,female
1863,520216,54,48,male
1864,480314,22,52,male
1865,495609,22,51,female
1866,425611,64,58,female
1867,445924,1,56,female
1868,800216,60,20,male
1869,335214,1,67,female
1870,350429,1,65,male
1871,805220,1,20,female
1872,635124,52,37,female
1873,681026,52,32,male
1874,461020,1,54,male
1875,761019,15,24,male
1876,510701,1,49,male
1877,575821,47,43,female
1878,630902,47,37,male
1879,445402,21,56,female
1880,740808,1,26,male
1881,340124,72,66,male
1882,325524,72,68,female
1883,616027,18,39,female
1884,765126,59,24,female
1885,705107,47,30,female
1886,200407,34,80,male
1887,260715,54,74,male
1888,185924,66,82,female
1889,575728,32,43,female
1890,555814,14,45,female
1891,595304,62,41,female
1892,280326,66,72,male
1893,345211,66,66,female
1894,476105,1,53,female
1895,656103,47,35,female
1896,820208,48,18,male
1897,695307,36,31,female
1898,610801,73,39,male
1899,410703,10,59,male
1900,651122,23,35,male
1901,626107,23,38,female
1903,395830,1,61,female
1904,410222,66,59,male
1905,495518,72,51,female
1906,220707,63,78,male
1907,285908,75,72,female
1908,200117,33,80,male
1909,445316,35,56,female
1910,461108,67,54,male
1911,385421,48,62,female
1912,720226,57,28,male
1913,680415,69,32,male
1914,425620,39,58,female
1915,390909,39,61,male
1916,260719,28,74,male
1917,695313,69,31,female
1919,490504,30,51,male
1920,750807,42,25,male
1921,466026,1,54,female
1922,490403,1,51,male
1923,585507,1,42,female
1924,380529,67,62,male
1925,380623,37,62,male
1926,355208,37,65,female
1927,520426,77,48,male
1928,525814,77,48,female
1929,555815,65,45,female
1930,345221,38,66,female
1931,426114,16,58,female
1932,405121,15,60,female
1934,336121,70,67,female
1935,295512,68,71,female
1936,556016,15,45,female
1937,600327,15,40,male
1938,395930,57,61,female
1939,250814,1,75,male
1940,235122,1,77,female
1941,215712,10,79,female
1942,150510,10,85,male
1943,260211,39,74,male
1944,575122,31,43,female
1945,540603,54,46,male
1946,350719,72,65,male
1947,810208,23,19,male
1948,395219,71,61,female
1949,420623,71,58,male
1950,290706,26,71,male
1951,710429,41,29,male
1952,715309,52,29,female
1953,650922,52,35,male
1954,520728,69,48,male
1955,716028,66,29,female
1956,255709,1,75,female
1957,720304,63,28,male
1958,776121,63,23,female
1959,201226,1,80,male
1960,460823,22,54,male
1961,205604,31,80,female
1962,501118,6,50,male
1963,450612,38,55,male
1964,310805,17,69,male
1965,390810,75,61,male
1966,485701,19,52,female
1967,636115,1,37,female
1968,600813,1,40,male
1969,265826,53,74,female
1970,476105,1,53,female
1971,695314,3,31,female
1972,465429,1,54,female
1973,315913,60,69,female
1974,180714,10,82,male
1975,155927,10,85,female
1976,181012,72,82,male
1977,356025,10,65,female
1978,525522,18,48,female
1979,265319,51,74,female
1980,590430,77,41,male
1981,705922,19,30,female
1982,770708,53,23,male
1983,825205,53,18,female
1984,260829,1,74,male
1985,371213,6,63,male
1986,425813,6,58,female
1988,520504,13,48,male
1989,395113,50,61,female
1990,431125,50,57,male
1991,181109,64,82,male
1993,750621,1,25,male
1994,675706,1,33,female
1995,415410,50,59,female
1996,370320,1,63,male
1997,776109,1,23,female
1998,786215,40,22,female
1999,825210,74,18,female
2000,425509,39,58,female
2001,775805,34,23,female
2002,186126,70,82,female
2003,210615,70,79,male
2004,745203,1,26,female
2005,791003,30,21,male
2006,625822,41,38,female
2007,580913,41,42,male
2008,400607,47,60,male
2009,360116,12,64,male
2010,520812,37,48,male
2011,256118,46,75,female
2012,230627,46,77,male
2013,405710,1,60,female
2015,686115,1,32,female
2016,341009,55,66,male
2017,315123,55,69,female
2018,455825,56,55,female
2019,320928,73,68,male
2020,256220,73,75,female
2021,191208,67,81,male
2022,391112,56,61,male
2023,315902,56,69,female
2024,340415,62,66,male
2025,411231,39,59,male
2026,346203,39,66,female
2027,300122,12,70,male
2028,246017,12,76,female
2029,235919,5,77,female
2030,805804,5,20,female
2031,261215,54,74,male
2032,430321,1,57,male
2033,375702,1,63,female
2034,260612,13,74,male
2035,285727,13,72,female
2037,485826,69,52,female
2038,805329,1,20,female
2039,695120,68,31,female
2040,440807,59,56,male
2041,560811,68,44,male
2042,820704,49,18,male
2043,545915,77,46,female
2044,615918,32,39,female
2045,560822,28,44,male
2046,525826,28,48,female
2047,435725,11,57,female
2048,285603,23,72,female
2049,270220,70,73,male
2050,325523,70,68,female
2051,186207,74,82,female
2052,140519,74,86,male
2053,180207,16,82,male
2054,481206,48,52,male
2055,765831,56,24,female
2056,781209,1,22,male
2057,765102,6,24,female
2058,710302,76,29,male
2059,720630,43,28,male
2060,715604,43,29,female
2061,530727,63,47,male
2062,545522,63,46,female
2063,505926,68,50,female
2064,260730,53,74,male
2065,780820,64,22,male
2066,721027,1,28,male
2067,791020,56,21,male
2068,305524,72,70,female
2069,235101,70,77,female
2070,725723,70,28,female
2071,731219,1,27,male
2072,445209,75,56,female
2073,560208,22,44,male
2074,615916,24,39,female
2075,220129,74,78,male
2076,575207,63,43,female
2077,305301,44,70,female
2078,785803,10,22,female
2079,255529,72,75,female
2080,631226,60,37,male
2081,726106,46,28,female
2082,330204,67,67,male
2083,430312,71,57,male
2084,295216,1,71,female
2085,281128,1,72,male
2086,546029,35,46,female
2087,770929,68,23,male
2088,485826,32,52,female
2089,675609,70,33,female
2090,701007,70,30,male
2091,285117,48,72,female
2092,450321,72,55,male
2093,700624,48,30,male
2094,755906,48,25,female
2095,740430,9,26,male
2096,745906,74,26,female
2097,361111,53,64,male
2098,395528,53,61,female
2099,180116,1,82,male
2100,315929,33,69,female
2101,350624,33,65,male
2102,410527,51,59,male
2103,445204,18,56,female
2104,480108,37,52,male
2105,475718,42,53,female
2106,215321,74,79,female
2107,230418,74,77,male
2108,455421,77,55,female
2109,505514,15,50,female
2110,676103,3,33,female
2111,245529,57,76,female
2112,270915,21,73,male
2113,370404,68,63,male
2114,180821,51,82,male
2115,145301,51,86,female
2116,300614,76,70,male
2117,450228,53,55,male
2118,701112,1,30,male
2119,605518,30,40,female
2121,790925,64,21,male
2122,705717,1,30,female
2123,820517,53,18,male
2124,495114,68,51,female
2125,750412,71,25,male
2126,755328,52,25,female
2128,555813,38,45,female
2129,621207,75,38,male
2130,456029,21,55,female
2131,755211,39,25,female
2132,690206,39,31,male
2133,216128,53,79,female
2134,171214,53,83,male
2135,405808,24,60,female
2136,405724,28,60,female
2137,626109,73,38,female
2138,801219,68,20,male
2139,325306,18,68,female
2140,261018,18,74,male
2141,510906,28,49,male
2142,416220,21,59,female
2143,481112,21,52,male
2144,605128,15,40,female
2145,686224,39,32,female
2146,730104,65,27,male
2147,635814,69,37,female
2148,535720,31,47,female
2149,235409,33,77,female
2150,410417,61,59,male
2151,456230,61,55,female
2152,295907,17,71,female
2153,495516,36,51,female
2155,580610,15,42,male
2156,666227,33,34,female
2157,451117,11,55,male
2158,810506,10,19,male
2159,305123,74,70,female
2160,450531,70,55,male
2161,205306,1,80,female
2162,130912,1,87,male
2163,180408,52,82,male
2164,411029,47,59,male
2165,455302,47,55,female
2166,475722,30,53,female
2167,811213,1,19,male
2168,635712,46,37,female
2169,710101,46,29,male
2170,420430,70,58,male
2171,581128,1,42,male
2172,295821,7,71,female
2173,516217,56,49,female
2174,525808,74,48,female
2175,425103,53,58,female
2176,460716,18,54,male
2177,425530,24,58,female
2178,390809,46,61,male
2179,396027,9,61,female
2180,726017,51,28,female
2181,680722,46,32,male
2182,296201,75,71,female
2183,310821,75,69,male
2184,700707,24,30,male
2185,575620,20,43,female
2186,425726,48,58,female
2187,330312,40,67,male
2188,255825,40,75,female
2189,626115,21,38,female
2190,741022,28,26,male
2191,795804,28,21,female
2192,565412,1,44,female
2193,520726,1,48,male
2194,615822,50,39,female
2195,425913,68,58,female
2196,555216,31,45,female
2197,626210,47,38,female
2198,205222,17,80,female
2199,111209,17,89,male
2200,530731,66,47,male
2201,290223,44,71,male
2202,285817,44,72,female
2203,391001,10,61,male
2204,465819,54,54,female
2205,521212,55,48,male
2206,645604,10,36,female
2207,615217,70,39,female
2208,590109,70,41,male
2209,275613,30,73,female
2210,330423,30,67,male
2211,205224,3,80,female
2212,720527,52,28,male
2213,681107,3,32,male
2214,461107,5,54,male
2215,250129,10,75,male
2216,725704,1,28,female
2217,740220,1,26,male
2218,681108,43,32,male
2219,646128,43,36,female
2220,525217,20,48,female
2221,450315,20,55,male
2222,345803,1,66,female
2223,435524,70,57,female
2224,321004,54,68,male
2225,606106,4,40,female
2226,646009,74,36,female
2227,750725,42,25,male
2228,405320,43,60,female
2229,440907,68,56,male
2230,690531,5,31,male
2231,716013,21,29,female
2232,670527,36,33,male
2233,646224,36,36,female
2235,405420,14,60,female
2236,785627,44,22,female
2237,581003,47,42,male
2238,545219,47,46,female
2239,765109,6,24,female
2240,325312,47,68,female
2241,261230,47,74,male
2242,765605,1,24,female
2243,800704,1,20,male
2246,535801,55,47,female
2247,785113,35,22,female
2248,751024,7,25,male
2249,456207,32,55,female
2250,386208,34,62,female
2251,716013,26,29,female
2252,651115,37,35,male
2253,575909,37,43,female
2254,276209,72,73,female
2255,235824,50,77,female
2256,740605,70,26,male
2257,795831,62,21,female
2258,791103,62,21,male
2259,505102,19,50,female
2260,625422,62,38,female
2261,561113,62,44,male
2263,340817,1,66,male
2264,430508,4,57,male
2265,770918,52,23,male
2266,390123,16,61,male
2267,665410,1,34,female
2268,381226,10,62,male
2269,636110,48,37,female
2270,605421,61,40,female
2271,641107,61,36,male
2274,641014,9,36,male
2275,655724,9,35,female
2276,325427,44,68,female
2277,790325,1,21,male
2278,210701,76,79,male
2279,531106,52,47,male
2280,745424,10,26,female
2281,785606,76,22,female
2282,730311,60,27,male
2283,610809,1,39,male
2286,666126,54,34,female
2287,791021,47,21,male
2288,575823,32,43,female
2289,540821,32,46,male
2290,545530,31,46,female
2291,570919,6,43,male
2292,211110,59,79,male
2293,691122,1,31,male
2294,526227,32,48,female
2295,395228,22,61,female
2296,420613,22,58,male
2297,650118,48,35,male
2298,695515,48,31,female
2299,405220,6,60,female
2300,615707,35,39,female
2301,601219,35,40,male
2302,570126,74,43,male
2303,395401,61,61,female
2304,390211,61,61,male
2305,495610,70,51,female
2306,430821,70,57,male
2307,230906,26,77,male
2308,746031,27,26,female
2309,765513,15,24,female
2310,390723,40,61,male
2311,356001,40,65,female
2312,755215,11,25,female
2313,801029,70,20,male
2314,596216,34,41,female
2315,631008,34,37,male
2316,700325,1,30,male
2317,760222,1,24,male
2318,235919,20,77,female
2319,705516,40,30,female
2320,510523,60,49,male
2321,685112,68,32,female
2322,280611,15,72,male
2323,425629,48,58,female
2324,780716,27,22,male
2325,555203,2,45,female
2326,456214,72,55,female
2327,191027,73,81,male
2328,681002,24,32,male
2329,730102,18,27,male
2330,486117,40,52,female
2331,575531,42,43,female
2332,496222,60,51,female
2333,491012,60,51,male
2335,345328,66,66,female
2336,220717,12,78,male
2337,175409,12,83,female
2338,575725,58,43,female
2339,561206,58,44,male
2340,530502,42,47,male
2341,475713,42,53,female
2342,481218,70,52,male
2343,590318,1,41,male
2344,245427,3,76,female
2345,420719,33,58,male
2346,476025,33,53,female
2347,436217,35,57,female
2348,330424,35,67,male
2349,685710,46,32,female
2350,670609,46,33,male
2351,650417,38,35,male
2352,775929,70,23,female
2353,295917,4,71,female
2354,671221,1,33,male
2355,485630,6,52,female
2356,300710,52,70,male
2357,375110,52,63,female
2358,466016,74,54,female
2359,530701,74,47,male
2361,680924,9,32,male
2362,745902,9,26,female
2363,470618,43,53,male
2364,715426,56,29,female
2365,535626,46,47,female
2366,300101,35,70,male
2367,315405,35,69,female
2368,436222,64,57,female
2369,401219,64,60,male
2370,565821,41,44,female
2371,565207,70,44,female
2372,715409,23,29,female
2373,540119,15,46,male
2374,680727,9,32,male
2375,655725,72,35,female
2376,640819,72,36,male
2377,501117,49,50,male
2378,535313,63,47,female
2379,645619,33,36,female
2380,270817,40,73,male
2381,316011,40,69,female
2382,276025,62,73,female
2383,475101,31,53,female
2384,461217,31,54,male
2385,330505,13,67,male
2386,345310,13,66,female
2387,455716,77,55,female
2388,710729,42,29,male
2389,240720,25,76,male
2390,380513,57,62,male
2391,420124,1,58,male
2392,550521,26,45,male
2393,765823,16,24,female
2394,620604,5,38,male
2395,530311,8,47,male
2396,495829,41,51,female
2397,180714,46,82,male
2398,555825,71,45,female
2399,435502,42,57,female
2400,590410,19,41,male
2401,485126,26,52,female
2402,481026,41,52,male
2403,635125,1,37,female
2404,775705,27,23,female
2405,750821,27,25,male
2406,566006,49,44,female
2407,750827,51,25,male
2408,405428,6,60,female
2409,640527,54,36,male
2410,735208,73,27,female
2411,680817,73,32,male
2412,801026,20,20,male
2413,610809,46,39,male
2414,505713,54,50,female
2415,570424,54,43,male
2416,546223,72,46,female
2417,385621,48,62,female
2418,536227,1,47,female
2419,545623,1,46,female
2420,725606,48,28,female
2421,701110,48,30,male
2422,765609,68,24,female
2423,570709,42,43,male
2424,201110,54,80,male
2425,775718,6,23,female
2426,270609,74,73,male
2427,346130,74,66,female
2428,465627,1,54,female
2429,731122,70,27,male
2430,371028,5,63,male
2431,661010,75,34,male
2432,245308,27,76,female
2433,640619,32,36,male
2434,455524,42,55,female
2435,436018,16,57,female
2436,345806,25,66,female
2437,361227,45,64,male
2438,465919,52,54,female
2439,441126,52,56,male
2440,350909,17,65,male
2441,281006,1,72,male
2442,275708,1,73,female
2443,490523,75,51,male
2444,340826,4,66,male
2445,690226,54,31,male
2447,721007,68,28,male
2448,715701,68,29,female
2449,671228,1,33,male
2450,755517,54,25,female
2451,391206,42,61,male
2452,525607,64,48,female
2453,240113,13,76,male
2454,405904,69,60,female
2455,191104,72,81,male
2456,236204,72,77,female
2457,400817,68,60,male
2458,325809,68,68,female
2459,745722,20,26,female
2460,635105,19,37,female
2461,670402,64,33,male
2462,340606,19,66,male
2463,441217,7,56,male
2464,450901,30,55,male
2465,731017,51,27,male
2467,465516,36,54,female
2468,650318,71,35,male
2469,575910,54,43,female
2470,430614,53,57,male
2471,425105,53,58,female
2472,765329,70,24,female
2473,766017,20,24,female
2474,570406,42,43,male
2475,825202,44,18,female
2476,575216,75,43,female
2477,520614,75,48,male
2478,405524,48,60,female
2479,595331,31,41,female
2480,766208,46,24,female
2481,480622,6,52,male
2482,250107,34,75,male
2483,296230,34,71,female
2484,691221,68,31,male
2485,330515,20,67,male
2486,616005,76,39,female
2487,675925,67,33,female
2488,805922,9,20,female
2489,755128,64,25,female
2490,615326,61,39,female
2491,395320,5,61,female
2492,431213,5,57,male
2493,621009,1,38,male
2494,710106,37,29,male
2495,396214,58,61,female
2496,720707,1,28,male
2497,625406,34,38,female
2498,800312,37,20,male
2499,440804,13,56,male
2500,465820,24,54,female
2501,406204,70,60,female
2502,355313,1,65,female
2503,775923,54,23,female
2504,500109,61,50,male
2505,605430,25,40,female
2506,760927,76,24,male
2507,525826,37,48,female
2508,655807,72,35,female
2509,710206,72,29,male
2510,595610,72,41,female
2511,755327,35,25,female
2512,740727,35,26,male
2513,410508,41,59,male
2514,570211,59,43,male
2515,580603,12,42,male
2516,425105,33,58,female
2517,240909,18,76,male
2518,215507,18,79,female
2519,705806,29,30,female
2520,440730,62,56,male
2521,475330,55,53,female
2522,370908,74,63,male
2523,376202,74,63,female
2524,590731,36,41,male
2525,525710,36,48,female
2526,640726,1,36,male
2527,475731,44,53,female
2528,770216,25,23,male
2529,390622,70,61,male
2530,500211,8,50,male
2531,545124,5,46,female
2532,370509,29,63,male
2533,295717,40,71,female
2534,430110,1,57,male
2535,450110,1,55,male
2536,611022,64,39,male
2537,571010,73,43,male
2538,800223,56,20,male
2539,725121,32,28,female
